Problem,Optimizer,Success_Rate,Mean_Final_Value,Best_Value,Mean_Func_Evals,Mean_Time
Barrier_10D_mu0.1,L-BFGS-MoreThuente,0.0,inf,inf,0.0,0.000
Barrier_10D_mu0.1,Adam-AMSGrad,0.0,2.04e0,2.02e0,2502.0,0.062
Barrier_10D_mu0.1,L-BFGS-Limited,0.0,2.00e0,2.00e0,195.4,0.004
Barrier_10D_mu0.1,Adam-WeightDecay,0.0,2.00e0,2.00e0,1144.5,0.027
NoisySphere_2D_sigma0.01,Adam-AMSGrad,5.0,2.10e0,1.65e0,25.7,0.002
NoisySphere_2D_sigma0.01,Trust Region-Standard,0.0,2.10e0,1.70e0,4.0,0.000
NoisySphere_2D_sigma0.01,Trust Region-Conservative,0.0,2.06e0,1.68e0,5.0,0.000
NoisySphere_2D_sigma0.01,Adam,0.0,2.13e0,1.72e0,21.4,0.001
NoisySphere_2D_sigma0.01,Adam-WeightDecay,0.0,2.18e0,1.76e0,27.6,0.002
NoisySphere_2D_sigma0.01,GD-AdaptiveMomentum,30.0,2.39e0,1.45e0,6.6,0.001
NoisySphere_2D_sigma0.01,QQN-StrongWolfe,60.0,9.23e-1,2.83e-2,30.5,0.001
NoisySphere_2D_sigma0.01,GD,35.0,2.20e0,1.42e0,8.9,0.001
NoisySphere_2D_sigma0.01,L-BFGS-Conservative,80.0,1.57e0,1.46e0,97.0,0.002
NoisySphere_2D_sigma0.01,QQN-Bisection-1,35.0,1.33e0,2.16e-1,41.2,0.003
NoisySphere_2D_sigma0.01,L-BFGS-Limited,45.0,1.64e0,7.63e-1,31.4,0.001
NoisySphere_2D_sigma0.01,Trust Region-Precise,0.0,2.19e0,1.76e0,5.3,0.000
NoisySphere_2D_sigma0.01,L-BFGS-Aggressive,0.0,2.05e0,1.69e0,5.5,0.000
NoisySphere_2D_sigma0.01,Trust Region-Aggressive,0.0,2.09e0,1.70e0,4.2,0.000
NoisySphere_2D_sigma0.01,QQN-GoldenSection,5.0,2.04e0,1.45e0,27.1,0.001
NoisySphere_2D_sigma0.01,L-BFGS,40.0,1.02e1,7.26e-2,33.2,0.001
NoisySphere_2D_sigma0.01,L-BFGS-MoreThuente,15.0,1.84e0,1.12e-1,18.7,0.001
NoisySphere_2D_sigma0.01,GD-Momentum,35.0,2.45e0,1.43e0,6.8,0.001
NoisySphere_2D_sigma0.01,Adam-Fast,35.0,2.26e0,1.40e0,12.3,0.001
NoisySphere_2D_sigma0.01,QQN-CubicQuadraticInterpolation,0.0,2.04e0,1.70e0,9.2,0.001
NoisySphere_2D_sigma0.01,Adam-Robust,0.0,2.10e0,1.76e0,16.9,0.001
NoisySphere_2D_sigma0.01,GD-Nesterov,25.0,2.82e0,1.53e0,7.0,0.001
NoisySphere_2D_sigma0.01,GD-WeightDecay,25.0,2.30e0,1.61e0,6.8,0.001
NoisySphere_2D_sigma0.01,Trust Region-Adaptive,0.0,2.03e0,1.67e0,4.2,0.000
NoisySphere_2D_sigma0.01,QQN-Bisection-2,0.0,1.97e0,1.96e0,2.4,0.000
NoisySphere_5D_sigma0.01,Trust Region-Adaptive,0.0,5.32e0,4.65e0,3.5,0.000
NoisySphere_5D_sigma0.01,L-BFGS-Conservative,85.0,4.42e0,4.14e0,120.3,0.004
NoisySphere_5D_sigma0.01,Trust Region-Precise,0.0,5.28e0,4.65e0,6.5,0.001
NoisySphere_5D_sigma0.01,QQN-Bisection-1,45.0,4.46e0,2.43e0,75.7,0.011
NoisySphere_5D_sigma0.01,Trust Region-Aggressive,0.0,5.27e0,4.65e0,3.5,0.000
NoisySphere_5D_sigma0.01,GD-Nesterov,30.0,5.61e0,4.26e0,6.8,0.001
NoisySphere_5D_sigma0.01,Adam,0.0,5.42e0,4.73e0,26.1,0.003
NoisySphere_5D_sigma0.01,QQN-GoldenSection,10.0,4.88e0,3.49e0,21.2,0.001
NoisySphere_5D_sigma0.01,GD,20.0,5.52e0,4.36e0,9.2,0.002
NoisySphere_5D_sigma0.01,L-BFGS-Limited,55.0,3.90e0,2.63e0,35.4,0.001
NoisySphere_5D_sigma0.01,GD-WeightDecay,25.0,5.35e0,4.47e0,6.5,0.001
NoisySphere_5D_sigma0.01,L-BFGS-Aggressive,0.0,5.18e0,4.66e0,4.2,0.000
NoisySphere_5D_sigma0.01,QQN-Bisection-2,0.0,inf,inf,0.0,0.000
NoisySphere_5D_sigma0.01,L-BFGS-MoreThuente,25.0,4.61e0,3.27e0,12.3,0.001
NoisySphere_5D_sigma0.01,QQN-StrongWolfe,45.0,3.67e0,1.11e0,18.9,0.001
NoisySphere_5D_sigma0.01,Trust Region-Conservative,0.0,5.20e0,4.59e0,5.7,0.000
NoisySphere_5D_sigma0.01,L-BFGS,20.0,1.44e1,2.91e0,38.4,0.002
NoisySphere_5D_sigma0.01,Adam-WeightDecay,0.0,5.22e0,4.62e0,16.6,0.002
NoisySphere_5D_sigma0.01,GD-AdaptiveMomentum,15.0,5.68e0,4.36e0,7.0,0.001
NoisySphere_5D_sigma0.01,Adam-AMSGrad,0.0,5.42e0,4.94e0,18.6,0.002
NoisySphere_5D_sigma0.01,Trust Region-Standard,0.0,5.20e0,4.73e0,4.2,0.000
NoisySphere_5D_sigma0.01,GD-Momentum,25.0,5.71e0,4.41e0,7.9,0.001
NoisySphere_5D_sigma0.01,QQN-CubicQuadraticInterpolation,0.0,5.26e0,4.75e0,7.2,0.001
NoisySphere_5D_sigma0.01,Adam-Fast,10.0,5.99e0,4.17e0,11.7,0.001
NoisySphere_5D_sigma0.01,Adam-Robust,0.0,5.11e0,4.60e0,17.1,0.002
NoisySphere_10D_sigma0.01,QQN-Bisection-2,0.0,inf,inf,0.0,0.000
NoisySphere_10D_sigma0.01,QQN-StrongWolfe,25.0,9.41e0,7.23e0,19.9,0.002
NoisySphere_10D_sigma0.01,GD-Momentum,10.0,1.11e1,9.66e0,6.8,0.002
NoisySphere_10D_sigma0.01,GD-WeightDecay,5.0,1.10e1,9.66e0,6.0,0.002
NoisySphere_10D_sigma0.01,GD-AdaptiveMomentum,35.0,1.03e1,9.45e0,8.0,0.002
NoisySphere_10D_sigma0.01,Adam-Fast,15.0,1.11e1,9.46e0,9.7,0.002
NoisySphere_10D_sigma0.01,Adam-AMSGrad,0.0,1.04e1,9.75e0,18.9,0.004
NoisySphere_10D_sigma0.01,L-BFGS-Conservative,85.0,9.49e0,9.16e0,93.8,0.006
NoisySphere_10D_sigma0.01,Adam-Robust,5.0,1.05e1,9.71e0,18.1,0.003
NoisySphere_10D_sigma0.01,Trust Region-Adaptive,0.0,1.04e1,9.73e0,2.8,0.000
NoisySphere_10D_sigma0.01,Trust Region-Conservative,0.0,1.04e1,9.82e0,6.4,0.001
NoisySphere_10D_sigma0.01,Trust Region-Precise,0.0,1.06e1,9.93e0,4.8,0.001
NoisySphere_10D_sigma0.01,GD-Nesterov,15.0,1.09e1,9.63e0,7.5,0.002
NoisySphere_10D_sigma0.01,L-BFGS-MoreThuente,10.0,9.77e0,6.61e0,12.4,0.002
NoisySphere_10D_sigma0.01,QQN-CubicQuadraticInterpolation,0.0,1.04e1,1.03e1,1.9,0.000
NoisySphere_10D_sigma0.01,QQN-Bisection-1,45.0,9.08e0,4.69e0,55.0,0.016
NoisySphere_10D_sigma0.01,L-BFGS-Aggressive,0.0,1.06e1,9.75e0,5.4,0.001
NoisySphere_10D_sigma0.01,L-BFGS,20.0,2.28e1,7.46e0,31.4,0.002
NoisySphere_10D_sigma0.01,GD,10.0,1.10e1,9.54e0,10.2,0.003
NoisySphere_10D_sigma0.01,Adam-WeightDecay,0.0,1.04e1,9.79e0,28.9,0.006
NoisySphere_10D_sigma0.01,Adam,0.0,1.07e1,9.87e0,18.2,0.003
NoisySphere_10D_sigma0.01,Trust Region-Standard,0.0,1.06e1,9.80e0,3.2,0.000
NoisySphere_10D_sigma0.01,QQN-GoldenSection,5.0,1.03e1,9.18e0,22.1,0.002
NoisySphere_10D_sigma0.01,Trust Region-Aggressive,0.0,1.04e1,9.77e0,3.5,0.001
NoisySphere_10D_sigma0.01,L-BFGS-Limited,45.0,9.06e0,6.79e0,32.2,0.002
SparseRosenbrock_4D,GD-WeightDecay,0.0,3.04e0,4.73e-2,105.6,0.003
SparseRosenbrock_4D,Adam-AMSGrad,0.0,3.39e0,1.65e0,2394.2,0.054
SparseRosenbrock_4D,Adam-Robust,0.0,7.53e0,3.60e0,672.2,0.015
SparseRosenbrock_4D,GD-Nesterov,0.0,3.38e0,1.58e-1,61.4,0.002
SparseRosenbrock_4D,Trust Region-Conservative,0.0,4.72e1,3.37e-1,2998.1,0.019
SparseRosenbrock_4D,L-BFGS,0.0,9.62e1,7.18e0,143.9,0.002
SparseRosenbrock_4D,Adam,0.0,2.06e0,1.19e0,2502.0,0.050
SparseRosenbrock_4D,L-BFGS-Limited,0.0,2.33e0,7.38e-2,3916.8,0.042
SparseRosenbrock_4D,Adam-WeightDecay,0.0,6.07e0,1.75e-2,843.5,0.018
SparseRosenbrock_4D,Trust Region-Adaptive,0.0,8.31e0,7.78e0,954.8,0.006
SparseRosenbrock_4D,QQN-StrongWolfe,25.0,3.39e-1,2.24e-8,2429.1,0.081
SparseRosenbrock_4D,Trust Region-Precise,0.0,2.16e1,7.75e0,1739.2,0.011
SparseRosenbrock_4D,GD,0.0,1.88e0,9.10e-1,510.1,0.013
SparseRosenbrock_4D,QQN-Bisection-2,5.0,1.42e0,5.00e-7,193.1,0.005
SparseRosenbrock_4D,GD-AdaptiveMomentum,0.0,1.31e0,2.41e-2,56.2,0.002
SparseRosenbrock_4D,GD-Momentum,0.0,1.10e1,4.39e-2,21.8,0.001
SparseRosenbrock_4D,Trust Region-Standard,0.0,8.25e0,7.68e0,168.3,0.001
SparseRosenbrock_4D,L-BFGS-Conservative,0.0,1.27e2,3.78e-5,3413.7,0.039
SparseRosenbrock_4D,L-BFGS-MoreThuente,20.0,1.75e0,2.55e-7,2601.9,0.046
SparseRosenbrock_4D,QQN-GoldenSection,5.0,3.33e-1,6.04e-7,4306.3,0.085
SparseRosenbrock_4D,QQN-Bisection-1,15.0,4.56e-1,9.12e-8,2290.2,0.057
SparseRosenbrock_4D,Adam-Fast,0.0,1.92e0,1.14e-3,243.3,0.005
SparseRosenbrock_4D,QQN-CubicQuadraticInterpolation,45.0,5.85e-2,6.10e-9,1743.3,0.073
SparseRosenbrock_4D,Trust Region-Aggressive,0.0,8.72e0,7.92e0,57.2,0.000
SparseRosenbrock_4D,L-BFGS-Aggressive,0.0,6.34e1,8.59e0,3852.0,0.029
SparseRosenbrock_10D,GD-Nesterov,0.0,7.90e-1,5.84e-2,100.3,0.003
SparseRosenbrock_10D,QQN-Bisection-1,20.0,6.70e-1,1.26e-7,2281.2,0.067
SparseRosenbrock_10D,Adam-AMSGrad,0.0,5.73e0,4.14e0,2502.0,0.060
SparseRosenbrock_10D,GD-WeightDecay,0.0,4.84e0,1.18e-1,127.2,0.004
SparseRosenbrock_10D,Trust Region-Standard,0.0,2.05e1,1.95e1,439.7,0.003
SparseRosenbrock_10D,QQN-StrongWolfe,45.0,5.37e-1,1.90e-9,2419.7,0.076
SparseRosenbrock_10D,L-BFGS-Aggressive,0.0,1.81e2,8.09e1,3852.0,0.029
SparseRosenbrock_10D,Trust Region-Conservative,0.0,1.56e2,6.91e1,3002.0,0.020
SparseRosenbrock_10D,L-BFGS,0.0,2.80e2,2.70e1,136.4,0.002
SparseRosenbrock_10D,L-BFGS-Conservative,0.0,1.05e7,2.96e-2,3686.9,0.039
SparseRosenbrock_10D,QQN-CubicQuadraticInterpolation,55.0,1.42e-1,1.89e-8,1670.9,0.073
SparseRosenbrock_10D,L-BFGS-MoreThuente,0.0,7.68e0,2.91e-4,2749.9,0.052
SparseRosenbrock_10D,Adam-Fast,0.0,1.90e0,5.27e-2,206.0,0.005
SparseRosenbrock_10D,L-BFGS-Limited,0.0,1.28e0,3.17e-1,3999.6,0.051
SparseRosenbrock_10D,Trust Region-Adaptive,0.0,2.92e1,2.02e1,2139.5,0.014
SparseRosenbrock_10D,Adam-Robust,0.0,1.19e1,9.15e0,2380.8,0.058
SparseRosenbrock_10D,QQN-Bisection-2,0.0,3.21e0,3.42e-1,842.9,0.022
SparseRosenbrock_10D,Adam,0.0,4.91e0,3.14e0,2502.0,0.054
SparseRosenbrock_10D,GD-AdaptiveMomentum,0.0,1.31e1,5.08e-2,43.6,0.002
SparseRosenbrock_10D,Adam-WeightDecay,0.0,3.27e0,1.06e-2,2150.9,0.049
SparseRosenbrock_10D,QQN-GoldenSection,5.0,5.84e-1,5.69e-7,4401.4,0.085
SparseRosenbrock_10D,Trust Region-Aggressive,0.0,2.11e1,1.97e1,122.0,0.001
SparseRosenbrock_10D,GD-Momentum,0.0,3.15e1,3.12e-1,21.1,0.001
SparseRosenbrock_10D,GD,0.0,3.27e0,1.20e0,388.9,0.011
SparseRosenbrock_10D,Trust Region-Precise,0.0,1.04e2,1.18e0,3002.0,0.020
SparseQuadratic_5D_pattern[1, 3],Trust Region-Adaptive,0.0,1.23e3,5.86e-2,90.2,0.001
SparseQuadratic_5D_pattern[1, 3],Adam-Fast,0.0,3.56e-1,3.36e-1,37.5,0.001
SparseQuadratic_5D_pattern[1, 3],Trust Region-Conservative,0.0,4.06e0,8.95e-3,1737.1,0.012
SparseQuadratic_5D_pattern[1, 3],Adam-AMSGrad,0.0,1.95e-1,1.19e-1,2502.0,0.058
SparseQuadratic_5D_pattern[1, 3],GD-Nesterov,0.0,3.19e-1,2.73e-1,22.0,0.001
SparseQuadratic_5D_pattern[1, 3],QQN-Bisection-1,100.0,1.79e-7,4.95e-9,38.0,0.001
SparseQuadratic_5D_pattern[1, 3],Adam-Robust,0.0,6.93e-2,2.83e-2,2502.0,0.058
SparseQuadratic_5D_pattern[1, 3],L-BFGS-Conservative,100.0,2.84e-7,1.15e-10,314.8,0.008
SparseQuadratic_5D_pattern[1, 3],QQN-Bisection-2,100.0,1.58e-7,1.83e-9,37.5,0.001
SparseQuadratic_5D_pattern[1, 3],Trust Region-Precise,0.0,4.92e-1,3.14e-2,306.4,0.002
SparseQuadratic_5D_pattern[1, 3],Adam,0.0,3.67e-3,5.91e-4,2502.0,0.052
SparseQuadratic_5D_pattern[1, 3],Trust Region-Standard,0.0,1.81e2,1.67e2,40.6,0.000
SparseQuadratic_5D_pattern[1, 3],GD-AdaptiveMomentum,0.0,9.75e-1,8.63e-1,19.4,0.001
SparseQuadratic_5D_pattern[1, 3],GD-Momentum,0.0,5.03e-1,4.06e-1,22.0,0.001
SparseQuadratic_5D_pattern[1, 3],L-BFGS,100.0,4.77e-7,1.77e-8,48.4,0.001
SparseQuadratic_5D_pattern[1, 3],QQN-CubicQuadraticInterpolation,100.0,4.31e-7,3.60e-7,57.0,0.001
SparseQuadratic_5D_pattern[1, 3],Trust Region-Aggressive,0.0,1.82e4,1.51e4,27.0,0.000
SparseQuadratic_5D_pattern[1, 3],QQN-GoldenSection,100.0,1.09e-7,2.49e-9,132.7,0.002
SparseQuadratic_5D_pattern[1, 3],GD-WeightDecay,100.0,9.21e-7,8.42e-7,99.8,0.003
SparseQuadratic_5D_pattern[1, 3],QQN-StrongWolfe,100.0,2.22e-7,4.00e-8,29.1,0.001
SparseQuadratic_5D_pattern[1, 3],GD,100.0,9.77e-7,9.59e-7,352.9,0.010
SparseQuadratic_5D_pattern[1, 3],L-BFGS-Aggressive,100.0,2.84e-7,2.36e-7,31.0,0.000
SparseQuadratic_5D_pattern[1, 3],L-BFGS-Limited,100.0,4.57e-7,4.26e-9,117.5,0.003
SparseQuadratic_5D_pattern[1, 3],L-BFGS-MoreThuente,100.0,8.81e-8,1.12e-8,23.6,0.000
SparseQuadratic_5D_pattern[1, 3],Adam-WeightDecay,100.0,9.85e-7,9.73e-7,1727.8,0.038
SparseQuadratic_10D_pattern[1, 3],Trust Region-Adaptive,0.0,1.28e3,5.42e-2,162.1,0.001
SparseQuadratic_10D_pattern[1, 3],Trust Region-Aggressive,0.0,2.01e4,8.89e-1,31.6,0.000
SparseQuadratic_10D_pattern[1, 3],L-BFGS,90.0,1.93e-3,1.06e-8,75.7,0.002
SparseQuadratic_10D_pattern[1, 3],QQN-Bisection-2,100.0,3.81e-7,2.03e-8,46.4,0.001
SparseQuadratic_10D_pattern[1, 3],Trust Region-Standard,0.0,1.02e2,2.21e-1,57.5,0.000
SparseQuadratic_10D_pattern[1, 3],L-BFGS-Aggressive,100.0,2.16e-7,1.72e-7,38.0,0.001
SparseQuadratic_10D_pattern[1, 3],Adam-Fast,0.0,7.28e-1,6.71e-1,37.3,0.001
SparseQuadratic_10D_pattern[1, 3],GD-WeightDecay,100.0,9.31e-7,8.75e-7,103.2,0.004
SparseQuadratic_10D_pattern[1, 3],QQN-StrongWolfe,100.0,2.19e-7,8.82e-8,43.1,0.001
SparseQuadratic_10D_pattern[1, 3],GD-Nesterov,0.0,6.03e-1,5.68e-1,23.1,0.001
SparseQuadratic_10D_pattern[1, 3],GD-AdaptiveMomentum,0.0,1.57e0,1.41e0,21.9,0.001
SparseQuadratic_10D_pattern[1, 3],Adam-AMSGrad,0.0,2.33e-1,1.70e-1,2502.0,0.064
SparseQuadratic_10D_pattern[1, 3],QQN-GoldenSection,100.0,3.11e-7,7.74e-9,156.2,0.002
SparseQuadratic_10D_pattern[1, 3],Adam-Robust,0.0,1.03e-1,4.23e-2,2502.0,0.064
SparseQuadratic_10D_pattern[1, 3],Trust Region-Conservative,0.0,1.83e0,6.04e-1,3002.0,0.024
SparseQuadratic_10D_pattern[1, 3],L-BFGS-Conservative,100.0,2.03e-7,2.80e-9,339.5,0.009
SparseQuadratic_10D_pattern[1, 3],Adam-WeightDecay,100.0,9.83e-7,9.70e-7,1532.3,0.037
SparseQuadratic_10D_pattern[1, 3],QQN-CubicQuadraticInterpolation,100.0,2.38e-8,2.26e-9,60.4,0.002
SparseQuadratic_10D_pattern[1, 3],L-BFGS-Limited,100.0,4.74e-7,5.73e-8,58.5,0.001
SparseQuadratic_10D_pattern[1, 3],Trust Region-Precise,0.0,1.80e-1,2.31e-3,589.1,0.005
SparseQuadratic_10D_pattern[1, 3],L-BFGS-MoreThuente,100.0,2.20e-7,2.06e-8,28.2,0.001
SparseQuadratic_10D_pattern[1, 3],QQN-Bisection-1,100.0,5.68e-7,2.29e-8,55.8,0.001
SparseQuadratic_10D_pattern[1, 3],GD,100.0,9.80e-7,9.60e-7,360.1,0.010
SparseQuadratic_10D_pattern[1, 3],GD-Momentum,0.0,9.15e-1,8.60e-1,23.1,0.001
SparseQuadratic_10D_pattern[1, 3],Adam,0.0,2.03e-3,3.96e-4,2502.0,0.057
LogisticRegression_100samples_5features_reg0.01,Adam-AMSGrad,0.0,4.05e-1,3.87e-1,2502.0,0.900
LogisticRegression_100samples_5features_reg0.01,Adam-Fast,0.0,3.16e-1,3.16e-1,90.8,0.033
LogisticRegression_100samples_5features_reg0.01,L-BFGS-Conservative,0.0,3.15e-1,3.15e-1,559.5,0.189
LogisticRegression_100samples_5features_reg0.01,QQN-Bisection-2,0.0,3.15e-1,3.15e-1,98.5,0.033
LogisticRegression_100samples_5features_reg0.01,QQN-GoldenSection,0.0,3.15e-1,3.15e-1,307.2,0.069
LogisticRegression_100samples_5features_reg0.01,GD-Momentum,0.0,3.15e-1,3.15e-1,1668.0,0.906
LogisticRegression_100samples_5features_reg0.01,Adam,0.0,4.02e-1,3.92e-1,2502.0,0.892
LogisticRegression_100samples_5features_reg0.01,Trust Region-Adaptive,0.0,6.95e-1,6.37e-1,5.0,0.002
LogisticRegression_100samples_5features_reg0.01,Adam-Robust,0.0,4.32e-1,4.13e-1,2502.0,0.901
LogisticRegression_100samples_5features_reg0.01,Trust Region-Conservative,0.0,4.24e-1,4.20e-1,86.6,0.025
LogisticRegression_100samples_5features_reg0.01,Adam-WeightDecay,0.0,3.22e-1,3.20e-1,2502.0,0.899
LogisticRegression_100samples_5features_reg0.01,Trust Region-Standard,0.0,6.98e-1,6.55e-1,5.0,0.002
LogisticRegression_100samples_5features_reg0.01,L-BFGS-Aggressive,0.0,3.15e-1,3.15e-1,1776.5,0.515
LogisticRegression_100samples_5features_reg0.01,GD-WeightDecay,0.0,3.27e-1,3.26e-1,1668.0,0.913
LogisticRegression_100samples_5features_reg0.01,L-BFGS-Limited,0.0,3.15e-1,3.15e-1,3043.5,0.895
LogisticRegression_100samples_5features_reg0.01,L-BFGS-MoreThuente,0.0,3.15e-1,3.15e-1,106.7,0.035
LogisticRegression_100samples_5features_reg0.01,Trust Region-Precise,0.0,6.78e-1,6.48e-1,5.5,0.002
LogisticRegression_100samples_5features_reg0.01,QQN-CubicQuadraticInterpolation,0.0,3.15e-1,3.15e-1,91.5,0.036
LogisticRegression_100samples_5features_reg0.01,QQN-Bisection-1,0.0,3.15e-1,3.15e-1,98.5,0.037
LogisticRegression_100samples_5features_reg0.01,QQN-StrongWolfe,0.0,3.15e-1,3.15e-1,74.3,0.031
LogisticRegression_100samples_5features_reg0.01,GD,0.0,3.77e-1,3.72e-1,1668.0,0.906
LogisticRegression_100samples_5features_reg0.01,GD-Nesterov,0.0,3.15e-1,3.15e-1,1668.0,0.909
LogisticRegression_100samples_5features_reg0.01,Trust Region-Aggressive,0.0,6.98e-1,6.53e-1,5.0,0.002
LogisticRegression_100samples_5features_reg0.01,GD-AdaptiveMomentum,0.0,3.15e-1,3.15e-1,426.1,0.235
LogisticRegression_100samples_5features_reg0.01,L-BFGS,0.0,3.16e-1,3.15e-1,2673.8,0.800
LogisticRegression_200samples_10features_reg0.01,Trust Region-Precise,0.0,7.01e-1,6.59e-1,5.0,0.003
LogisticRegression_200samples_10features_reg0.01,L-BFGS,0.0,3.23e-1,3.23e-1,2311.4,1.256
LogisticRegression_200samples_10features_reg0.01,QQN-CubicQuadraticInterpolation,0.0,3.23e-1,3.23e-1,105.4,0.072
LogisticRegression_200samples_10features_reg0.01,GD-AdaptiveMomentum,0.0,3.23e-1,3.23e-1,479.1,0.478
LogisticRegression_200samples_10features_reg0.01,QQN-StrongWolfe,0.0,3.23e-1,3.23e-1,80.3,0.059
LogisticRegression_200samples_10features_reg0.01,Adam-Fast,0.0,3.24e-1,3.24e-1,77.0,0.050
LogisticRegression_200samples_10features_reg0.01,GD,0.0,3.97e-1,3.93e-1,1668.0,1.640
LogisticRegression_200samples_10features_reg0.01,GD-Momentum,0.0,3.23e-1,3.23e-1,1668.0,1.648
LogisticRegression_200samples_10features_reg0.01,Adam,0.0,3.92e-1,3.75e-1,2502.0,1.617
LogisticRegression_200samples_10features_reg0.01,Adam-Robust,0.0,4.12e-1,3.96e-1,2502.0,1.621
LogisticRegression_200samples_10features_reg0.01,Trust Region-Adaptive,0.0,7.06e-1,6.56e-1,5.0,0.003
LogisticRegression_200samples_10features_reg0.01,Adam-AMSGrad,0.0,3.95e-1,3.84e-1,2502.0,1.620
LogisticRegression_200samples_10features_reg0.01,Adam-WeightDecay,0.0,3.27e-1,3.25e-1,2502.0,1.618
LogisticRegression_200samples_10features_reg0.01,Trust Region-Standard,0.0,7.01e-1,6.45e-1,5.0,0.003
LogisticRegression_200samples_10features_reg0.01,L-BFGS-Conservative,0.0,3.23e-1,3.23e-1,545.5,0.324
LogisticRegression_200samples_10features_reg0.01,QQN-Bisection-2,0.0,3.23e-1,3.23e-1,110.7,0.066
LogisticRegression_200samples_10features_reg0.01,Trust Region-Conservative,0.0,4.44e-1,4.39e-1,82.4,0.044
LogisticRegression_200samples_10features_reg0.01,L-BFGS-Aggressive,0.0,3.25e-1,3.23e-1,3432.2,1.407
LogisticRegression_200samples_10features_reg0.01,QQN-Bisection-1,0.0,3.23e-1,3.23e-1,110.7,0.072
LogisticRegression_200samples_10features_reg0.01,L-BFGS-MoreThuente,0.0,3.23e-1,3.23e-1,86.2,0.050
LogisticRegression_200samples_10features_reg0.01,GD-Nesterov,0.0,3.23e-1,3.23e-1,1668.0,1.649
LogisticRegression_200samples_10features_reg0.01,GD-WeightDecay,0.0,3.39e-1,3.38e-1,1668.0,1.649
LogisticRegression_200samples_10features_reg0.01,L-BFGS-Limited,0.0,3.23e-1,3.23e-1,3146.0,1.621
LogisticRegression_200samples_10features_reg0.01,QQN-GoldenSection,0.0,3.23e-1,3.23e-1,360.0,0.143
LogisticRegression_200samples_10features_reg0.01,Trust Region-Aggressive,0.0,7.03e-1,6.65e-1,5.0,0.003
LinearRegression_100samples_5features_reg0.01,Adam-WeightDecay,0.0,7.18e-2,7.16e-2,2502.0,0.830
LinearRegression_100samples_5features_reg0.01,Trust Region-Adaptive,0.0,1.55e3,1.22e-1,234.8,0.062
LinearRegression_100samples_5features_reg0.01,GD-Nesterov,0.0,9.19e-1,8.36e-1,23.9,0.012
LinearRegression_100samples_5features_reg0.01,Trust Region-Aggressive,0.0,3.62e4,9.10e-1,34.0,0.009
LinearRegression_100samples_5features_reg0.01,L-BFGS-Conservative,0.0,7.15e-2,7.15e-2,1306.5,0.406
LinearRegression_100samples_5features_reg0.01,L-BFGS-MoreThuente,0.0,7.16e-2,7.15e-2,796.0,0.229
LinearRegression_100samples_5features_reg0.01,Adam-Fast,0.0,1.90e-1,7.25e-2,102.4,0.035
LinearRegression_100samples_5features_reg0.01,Trust Region-Precise,0.0,1.38e-1,7.38e-2,851.2,0.221
LinearRegression_100samples_5features_reg0.01,Adam-AMSGrad,0.0,3.06e0,2.47e0,2502.0,0.839
LinearRegression_100samples_5features_reg0.01,GD,0.0,7.15e-2,7.15e-2,512.3,0.268
LinearRegression_100samples_5features_reg0.01,Trust Region-Standard,0.0,1.10e2,2.92e-1,76.2,0.020
LinearRegression_100samples_5features_reg0.01,GD-WeightDecay,0.0,7.15e-2,7.15e-2,165.2,0.088
LinearRegression_100samples_5features_reg0.01,Trust Region-Conservative,0.0,7.87e0,6.26e0,3002.0,0.769
LinearRegression_100samples_5features_reg0.01,QQN-Bisection-2,0.0,7.15e-2,7.15e-2,103.0,0.038
LinearRegression_100samples_5features_reg0.01,QQN-StrongWolfe,0.0,7.15e-2,7.15e-2,109.2,0.041
LinearRegression_100samples_5features_reg0.01,Adam-Robust,0.0,4.89e0,4.01e0,2502.0,0.836
LinearRegression_100samples_5features_reg0.01,L-BFGS,0.0,1.38e-1,7.15e-2,234.7,0.060
LinearRegression_100samples_5features_reg0.01,QQN-Bisection-1,0.0,7.15e-2,7.15e-2,123.0,0.048
LinearRegression_100samples_5features_reg0.01,QQN-GoldenSection,0.0,7.15e-2,7.15e-2,325.7,0.063
LinearRegression_100samples_5features_reg0.01,L-BFGS-Aggressive,0.0,7.15e-2,7.15e-2,153.1,0.036
LinearRegression_100samples_5features_reg0.01,L-BFGS-Limited,0.0,7.15e-2,7.15e-2,540.6,0.149
LinearRegression_100samples_5features_reg0.01,QQN-CubicQuadraticInterpolation,0.0,7.15e-2,7.15e-2,118.9,0.041
LinearRegression_100samples_5features_reg0.01,GD-Momentum,0.0,1.36e0,1.22e0,24.1,0.012
LinearRegression_100samples_5features_reg0.01,Adam,0.0,2.88e0,2.36e0,2502.0,0.833
LinearRegression_100samples_5features_reg0.01,GD-AdaptiveMomentum,0.0,2.00e0,1.90e0,23.0,0.012
LinearRegression_200samples_10features_reg0.01,L-BFGS-Limited,100.0,4.82e-1,4.82e-1,159.2,0.069
LinearRegression_200samples_10features_reg0.01,QQN-GoldenSection,100.0,4.82e-1,4.82e-1,180.0,0.059
LinearRegression_200samples_10features_reg0.01,Adam-AMSGrad,0.0,5.39e1,5.00e1,2502.0,1.511
LinearRegression_200samples_10features_reg0.01,Adam-Fast,20.0,5.14e-1,4.82e-1,189.9,0.115
LinearRegression_200samples_10features_reg0.01,Adam-WeightDecay,0.0,2.42e0,1.66e0,2502.0,1.499
